age,gender,height,weight,activity_type,weight_category,calories
30,Female,149,54.6,Walking,Normal,2205
23,Male,148.1,64,Yoga,Overweight,1658
53,Female,146.7,63.4,HIIT,Overweight,1640
36,Male,157.1,70.4,HIIT,Overweight,1669
45,Female,151.9,51.8,Gym,Normal,2155
31,Female,155.3,81,Gym,Obese,1662
46,Female,172.2,89.7,Cycling,Obese,1344
42,Female,146.5,54,Gym,Overweight,1968
60,Male,183.5,47.4,Cycling,Underweight,2629
63,Male,151.3,73.6,Cycling,Obese,1537
51,Female,181.9,97,Yoga,Overweight,1995
23,Male,180.2,79.5,Yoga,Normal,2298
23,Male,180.2,70,Gym,Normal,2329
27,Male,164.6,63.3,Cycling,Normal,2229
35,Male,153.8,48.4,Walking,Normal,2271
22,Female,170.1,85.1,Running,Overweight,1835
19,Female,146.6,46.2,Running,Normal,2224
39,Female,177.4,69.2,Yoga,Normal,2391
22,Male,165.8,54,Running,Normal,2196
57,Male,170.9,89.5,Running,Obese,1349
22,Male,159.5,76.4,Running,Obese,1643
21,Female,165.2,69.6,Gym,Overweight,1790
65,Female,153.9,57.2,Yoga,Normal,2321
20,Female,169.4,87,Cycling,Obese,1504
62,Female,156.5,82.2,Running,Obese,1338
26,Female,167.3,92.5,Gym,Obese,1355
68,Female,174.8,96.8,Cycling,Obese,1326
53,Male,165,58.1,Gym,Normal,2221
49,Female,148.3,53.9,Gym,Normal,2364
22,Female,176.8,87,Running,Overweight,1650
31,Female,175.5,99.4,Cycling,Obese,1396
67,Male,156.6,69.8,Yoga,Overweight,1930
46,Male,152.9,88.6,HIIT,Obese,1402
24,Male,171.6,71.4,Running,Normal,2146
47,Male,182.8,63.5,Running,Normal,2359
53,Male,151.6,77.7,Yoga,Obese,1659
43,Male,150.2,79,Gym,Obese,1367
69,Female,150.8,52.2,Yoga,Normal,2150
40,Male,157.4,81.5,Yoga,Obese,1612
67,Female,162.1,90.5,Yoga,Obese,1512
61,Male,173.4,91.8,Running,Obese,1353
24,Female,181.2,51.7,Cycling,Underweight,2639
33,Male,153.2,48.6,Yoga,Normal,2400
22,Male,183.9,90.4,Walking,Overweight,1925
46,Female,162.9,97.1,Gym,Obese,1540
25,Female,183.6,50.1,HIIT,Underweight,2733
29,Female,163.3,66.9,Yoga,Overweight,1803
53,Male,145.3,71.5,Yoga,Obese,1633
23,Female,149.8,65.9,Gym,Overweight,1608
18,Male,145.5,49.6,Gym,Normal,2280
52,Male,150.5,77.8,Gym,Obese,1388
22,Male,169.9,57.7,Yoga,Normal,2326
65,Male,179.7,74.4,Cycling,Normal,2066
25,Female,152,52.2,Walking,Normal,2345
65,Male,161.2,54.5,Cycling,Normal,2144
51,Male,177.2,91.6,Cycling,Overweight,1603
24,Male,152.3,59.8,HIIT,Overweight,1864
49,Male,179.4,81.8,Yoga,Overweight,1746
46,Female,165.8,84.2,Running,Obese,1664
65,Female,157.1,72.3,Yoga,Overweight,1659
49,Female,165.6,54.8,Yoga,Normal,2236
68,Female,165.8,60.7,Yoga,Normal,2184
40,Female,164.3,69.6,Running,Overweight,1894
42,Female,171.8,55.1,Walking,Normal,2339
37,Male,179.7,83.7,Gym,Overweight,1978
47,Female,178.8,95.9,Walking,Overweight,1697
52,Male,171.1,83.1,Walking,Overweight,1997
63,Male,177.9,83.7,Yoga,Overweight,1846
41,Female,163.4,70.3,Running,Overweight,1935
39,Male,166.2,79.2,Gym,Overweight,1727
30,Male,152.2,80.8,Running,Obese,1455
51,Female,177.8,65.3,Gym,Normal,2304
67,Female,145.2,73.8,Cycling,Obese,1682
39,Male,172.9,69.2,Yoga,Normal,2347
48,Female,179.4,52.7,Yoga,Underweight,2459
44,Male,159,88.2,Gym,Obese,1659
35,Female,155.9,84.1,Running,Obese,1567
69,Male,146.8,52.8,Gym,Normal,2013
30,Female,147.4,81.8,Running,Obese,1418
42,Male,169.9,61.4,HIIT,Normal,2096
46,Female,178.6,47,Cycling,Underweight,2704
65,Male,147.7,68,Yoga,Obese,1464
54,Female,150,56,Running,Normal,2132
31,Female,174.2,84.4,Yoga,Overweight,1763
48,Female,150.4,56.9,Running,Overweight,1714
24,Female,160.3,77.3,Gym,Obese,1443
22,Male,183.5,94.3,Running,Overweight,1698
22,Female,170.2,49.9,Gym,Underweight,2702
45,Female,145.9,92.1,Running,Obese,1595
28,Male,173.4,81.1,Cycling,Overweight,1712
52,Female,165.5,62.1,HIIT,Normal,2008
44,Male,174.6,57.4,HIIT,Normal,2077
19,Female,146.3,67.8,Gym,Obese,1353
37,Male,177.5,63.3,Walking,Normal,2086
47,Male,148.4,49.8,Walking,Normal,2168
22,Female,150.1,69.4,Cycling,Obese,1561
66,Male,162.4,68.4,Yoga,Overweight,1840
41,Male,156.8,48.9,HIIT,Normal,2102
58,Female,147.2,99.9,Yoga,Obese,1539
48,Male,158.9,99.1,Walking,Obese,1532
48,Male,183,50.2,HIIT,Underweight,2420
65,Male,149.5,68.6,Cycling,Obese,1371
41,Female,176.6,85.3,Walking,Overweight,1905
18,Male,168.2,47.9,Yoga,Underweight,2448
22,Female,149.2,62.8,Walking,Overweight,1983
36,Female,148.9,57.4,Yoga,Overweight,1946
44,Male,154.9,90,Yoga,Obese,1649
58,Female,159.7,77,HIIT,Obese,1632
67,Female,159.4,64.6,Running,Overweight,1738
30,Female,177.8,92.8,Yoga,Overweight,1757
26,Male,146.5,53.6,Yoga,Normal,2121
51,Female,170.2,87.8,Yoga,Obese,1357
43,Male,151.8,46.6,Yoga,Normal,2263
58,Male,168.4,90.3,Gym,Obese,1660
54,Male,183.1,63.2,Walking,Normal,2090
25,Female,146.7,96.3,HIIT,Obese,1438
46,Female,162.3,85.7,Walking,Obese,1635
30,Male,151,56.2,Walking,Normal,2042
55,Female,168.6,71.3,Cycling,Overweight,1947
28,Female,165.6,98.3,Walking,Obese,1439
22,Male,173.1,54.1,Gym,Underweight,2590
22,Female,181.5,64.3,Gym,Normal,2025
70,Female,156.5,54.3,Running,Normal,2166
55,Female,155.2,79.6,Yoga,Obese,1332
69,Male,184.2,95.7,HIIT,Overweight,1843
39,Female,180.6,85.8,HIIT,Overweight,1956
69,Female,147.2,94.9,HIIT,Obese,1637
62,Female,183.3,82.4,Yoga,Normal,2139
48,Female,167.6,96.1,Walking,Obese,1424
63,Male,161.9,97.1,Running,Obese,1308
53,Male,156.4,97.6,Cycling,Obese,1603
37,Female,153.1,86.2,Gym,Obese,1361
51,Male,170,59.6,Yoga,Normal,2060
19,Male,162.5,71.7,Gym,Overweight,1998
26,Male,146.6,60.1,HIIT,Overweight,1821
65,Male,166.3,94,Running,Obese,1378
66,Male,157.5,73.7,Running,Overweight,1975
24,Male,183.3,62.6,Running,Normal,2122
31,Female,155.9,53.4,Cycling,Normal,2229
67,Female,173.9,94.5,HIIT,Obese,1655
19,Male,176.4,93.7,Running,Obese,1503
42,Female,170.5,69.5,Walking,Normal,2036
27,Female,167.7,48,HIIT,Underweight,2716
62,Female,155.3,76.4,HIIT,Obese,1668
49,Male,171.7,58.7,Yoga,Normal,2173
35,Male,161.5,77.6,Yoga,Overweight,1783
55,Male,145.7,87.3,Running,Obese,1501
43,Male,166.5,56.1,Walking,Normal,2171
63,Male,183.2,69.2,Running,Normal,2080
30,Female,154.8,73.6,Gym,Obese,1639
38,Male,182.1,48,Walking,Underweight,2573
40,Female,145.8,99.2,Cycling,Obese,1628
21,Female,147.3,96.1,Yoga,Obese,1668
67,Male,148.2,72.2,Walking,Obese,1389
25,Male,178.5,90.4,Cycling,Overweight,1794
64,Male,172.7,55.8,Walking,Normal,2396
37,Male,145.1,72.6,Cycling,Obese,1530
35,Female,163.1,86.2,Cycling,Obese,1653
47,Female,168.1,88.9,Gym,Obese,1635
63,Female,155.6,82.8,Walking,Obese,1348
46,Male,150.2,84.3,Gym,Obese,1409
54,Male,171.4,50.5,Running,Underweight,2534
31,Male,158.1,80.2,Cycling,Obese,1563
37,Female,158.2,79.3,Running,Obese,1431
35,Male,164.9,94.7,Yoga,Obese,1423
55,Female,149.8,63.6,Gym,Overweight,1948
45,Male,166.6,85.2,Running,Obese,1402
51,Male,173.7,77.7,Yoga,Overweight,1988
48,Female,173.8,68.2,Running,Normal,2026
64,Female,173.7,82.4,Cycling,Overweight,1887
33,Male,176.7,60.4,HIIT,Normal,2277
51,Female,167.5,95.9,Yoga,Obese,1596
47,Male,152.7,92.4,Walking,Obese,1442
63,Male,157,52.7,HIIT,Normal,2231
50,Female,165.1,74.2,Yoga,Overweight,1653
52,Male,182.3,72.5,Yoga,Normal,2176
39,Male,183.1,63.9,Yoga,Normal,2061
51,Female,170.9,99.9,Yoga,Obese,1568
20,Female,153.1,91.1,Cycling,Obese,1314
51,Female,168,70.7,Walking,Overweight,1677
23,Female,159.2,79.6,Cycling,Obese,1588
38,Female,178.7,56.8,Gym,Underweight,2732
51,Male,160,54,Gym,Normal,2018
40,Female,183.3,99,Cycling,Overweight,1856
64,Male,163.6,95.1,Gym,Obese,1309
44,Male,168.2,47.1,HIIT,Underweight,2557
70,Male,177.1,77.2,Gym,Normal,2148
42,Female,184.5,79,Gym,Normal,2248
27,Female,156.3,73.7,Walking,Obese,1564
39,Female,182.5,80.9,HIIT,Normal,2003
53,Male,166,67.7,Gym,Normal,2158
60,Female,169.4,59.3,Cycling,Normal,2063
51,Male,181.1,63.2,Gym,Normal,2252
65,Female,171.4,86.7,Walking,Overweight,1992
49,Male,167.4,92,Cycling,Obese,1308
38,Male,183.3,86.4,Gym,Overweight,1903
45,Female,162.7,62.6,Walking,Normal,2068
64,Male,178.6,73.8,Walking,Normal,2154
61,Female,164.6,86,Running,Obese,1616
40,Male,173.5,52.2,Running,Underweight,2657
67,Male,170.2,72.6,Yoga,Overweight,1958
36,Male,166.2,55.3,Yoga,Normal,2073
44,Female,159.3,59,Cycling,Normal,2237
48,Female,177.1,88.2,Walking,Overweight,1886
21,Male,172.2,69.1,HIIT,Normal,2350
37,Male,157.3,56.9,Cycling,Normal,2029
69,Male,178.5,91.8,Gym,Overweight,1711
67,Female,177,46.7,Running,Underweight,2766
35,Male,153.3,57,Cycling,Normal,2100
30,Male,167.1,93.9,Gym,Obese,1414
40,Male,172.1,94.8,Gym,Obese,1443
19,Male,167.3,74.2,Running,Overweight,1812
46,Male,166.8,82.3,Running,Overweight,1821
44,Female,148.5,83.7,Running,Obese,1492
42,Female,157.4,78.1,Cycling,Obese,1351
35,Female,162.5,66.4,Gym,Overweight,1874
52,Female,147.8,79.5,Gym,Obese,1452
30,Female,150.9,84.6,Running,Obese,1520
57,Female,160.3,53.1,Running,Normal,2050
22,Female,156.3,66.8,Yoga,Overweight,1849
18,Male,157.2,85.8,Running,Obese,1594
46,Female,176.8,45.2,Running,Underweight,2653
48,Female,166.6,87.5,Running,Obese,1350
48,Female,184.5,64,Walking,Normal,2247
34,Male,172.5,88.3,HIIT,Overweight,1844
34,Female,154.1,81.1,Yoga,Obese,1330
44,Female,184.1,93.1,Walking,Overweight,1669
44,Male,160.4,73.3,Walking,Overweight,1851
36,Male,165,56.3,Yoga,Normal,2393
60,Male,181.8,52.5,Cycling,Underweight,2705
53,Female,176.9,55,Yoga,Underweight,2682
39,Female,157.6,80.1,Gym,Obese,1322
20,Male,161.1,98.3,Walking,Obese,1470
29,Female,180.6,46,Yoga,Underweight,2513
61,Female,158.6,53.9,Walking,Normal,2117
27,Female,157.2,53.4,Gym,Normal,2034
29,Male,163.8,84.4,HIIT,Obese,1485
31,Female,165.5,83.1,Yoga,Obese,1309
60,Male,170.4,61.6,Yoga,Normal,2154
59,Female,160.7,59.9,Walking,Normal,2234
68,Male,157.6,95.1,Cycling,Obese,1587
66,Male,175.9,79.5,Gym,Overweight,1997
70,Male,146.7,50,Yoga,Normal,2292
50,Male,167.4,79.2,HIIT,Overweight,1982
70,Female,153.5,78.8,Cycling,Obese,1393
21,Female,159.9,52.2,Cycling,Normal,2226
61,Male,167.5,50.6,HIIT,Underweight,2462
37,Male,178.4,57.6,HIIT,Underweight,2782
59,Female,171.7,83,Gym,Overweight,1883
38,Male,151,63.9,HIIT,Overweight,1744
45,Female,157.9,72.7,Cycling,Overweight,1847
38,Male,181.8,90.4,Running,Overweight,1999
28,Female,183.2,97.6,Yoga,Overweight,1795
67,Female,148.7,60.6,HIIT,Overweight,1957
64,Male,164.6,71.6,Walking,Overweight,1709
19,Male,169.6,92.7,Cycling,Obese,1383
23,Male,174.2,64.5,Cycling,Normal,2065
29,Female,162,95.9,Walking,Obese,1635
45,Female,183.7,63.1,Gym,Normal,2225
40,Female,160.8,96.6,Gym,Obese,1660
64,Male,169.1,45.9,Gym,Underweight,2596
54,Male,179.2,45.9,Gym,Underweight,2439
18,Male,175.2,47,HIIT,Underweight,2551
35,Female,174.2,84.1,Walking,Overweight,1743
43,Male,164.7,81.3,Running,Overweight,1871
49,Male,150.1,95.5,HIIT,Obese,1667
62,Male,176.8,89.2,Gym,Overweight,1657
41,Female,167.6,82.3,Yoga,Overweight,1706
69,Male,169.4,69.9,HIIT,Normal,2263
40,Male,150.7,95,Gym,Obese,1555
40,Female,183.8,92.6,HIIT,Overweight,1811
50,Male,156.9,64.5,Yoga,Overweight,1810
48,Female,180.5,48.5,Gym,Underweight,2701
54,Male,160.9,81.6,Cycling,Obese,1560
40,Female,175.7,84.4,Cycling,Overweight,1836
45,Male,160.5,79.5,HIIT,Obese,1307
51,Male,177.8,57.9,Walking,Underweight,2447
59,Female,175.4,54.2,Yoga,Underweight,2671
30,Female,169.3,83.7,Yoga,Overweight,1818
55,Male,179.5,83.1,Gym,Overweight,1609
69,Female,183.8,95.4,Yoga,Overweight,1684
55,Male,147.7,92.6,Yoga,Obese,1615
23,Female,151.9,78.8,Walking,Obese,1553
54,Male,154.6,57.5,Running,Normal,2088
34,Female,166.1,67.8,Yoga,Normal,2071
38,Male,180,82.3,Cycling,Overweight,1971
66,Female,159.1,71.4,Cycling,Overweight,1865
68,Male,177.7,75.6,Gym,Normal,2034
54,Female,154.2,80.3,Walking,Obese,1413
45,Male,153.2,55.5,Gym,Normal,2125
31,Female,181.2,58.1,Gym,Underweight,2484
28,Female,145.2,82.5,HIIT,Obese,1340
39,Female,183,78.2,HIIT,Normal,2028
67,Male,185,86.7,Cycling,Overweight,1654
27,Female,172.4,64.4,Walking,Normal,2300
46,Male,155.7,57,Cycling,Normal,2143
32,Male,165.3,52.9,Cycling,Normal,2051
34,Female,146.4,63.3,Running,Overweight,1955
65,Male,183.8,80,HIIT,Normal,2297
37,Male,157.6,75.1,HIIT,Obese,1627
26,Female,150.8,65.4,Gym,Overweight,1671
34,Male,164.4,53.9,Cycling,Normal,2336
31,Male,155.4,71.2,Yoga,Overweight,1673
44,Male,157.1,73,Walking,Overweight,1730
62,Female,176.9,92.6,Gym,Overweight,1832
53,Female,162.4,50.1,Yoga,Normal,2335
21,Female,180,99.3,Gym,Obese,1601
30,Female,156.6,83.2,Cycling,Obese,1555
57,Female,160,90.1,Cycling,Obese,1433
31,Female,160.2,47.8,Cycling,Normal,2225
60,Male,147.5,87.2,Walking,Obese,1494
32,Female,153.8,95.9,Cycling,Obese,1645
65,Female,167.2,76,HIIT,Overweight,1908
37,Female,173.6,78.4,Cycling,Overweight,1943
32,Male,166.1,68.3,Yoga,Normal,2106
26,Female,156.8,90.2,Yoga,Obese,1665
60,Male,160.2,86.4,Yoga,Obese,1699
59,Female,161.7,50.7,Gym,Normal,2304
53,Female,183.2,79.4,Yoga,Normal,2054
50,Male,184.1,88.8,Walking,Overweight,1739
57,Male,152,59.4,Yoga,Overweight,1978
27,Female,156.6,60.8,Gym,Normal,2271
49,Female,154.4,98,HIIT,Obese,1531
39,Female,157.1,89.4,HIIT,Obese,1605
61,Male,175.8,96.1,Running,Obese,1493
46,Male,160.6,86.7,Walking,Obese,1449
69,Male,161.7,53.5,Cycling,Normal,2324
59,Female,158.7,97,Cycling,Obese,1324
70,Female,164,62.8,Walking,Normal,2189
55,Male,179.5,85.5,Running,Overweight,1845
27,Male,156.6,46,Yoga,Normal,2288
27,Female,165.1,63,Gym,Normal,2216
53,Male,155.3,76.7,Yoga,Obese,1411
37,Female,175.7,76.7,Running,Normal,2198
33,Male,175.3,51.8,Cycling,Underweight,2451
41,Female,174.5,63.2,Gym,Normal,2101
58,Male,176.9,75,Cycling,Normal,2148
30,Female,179.3,50.3,Running,Underweight,2699
34,Male,154.1,76.3,Cycling,Obese,1632
52,Female,162,83.1,HIIT,Obese,1442
44,Male,160.9,90,Yoga,Obese,1377
42,Male,169.3,53.1,Gym,Normal,2065
43,Female,155.8,97.4,Cycling,Obese,1463
53,Female,185,80,Walking,Normal,2273
56,Female,156.3,63.9,Yoga,Overweight,1969
25,Female,163.7,95.4,Cycling,Obese,1455
51,Female,178.6,74.8,HIIT,Normal,2301
46,Female,175.3,59.1,Yoga,Normal,2043
30,Female,154.9,62.6,Walking,Overweight,1987
59,Male,149.6,47,Cycling,Normal,2346
36,Female,160.4,69.8,Gym,Overweight,1841
33,Female,155,58.7,Walking,Normal,2081
38,Female,175.8,59,Yoga,Normal,2194
50,Female,176.9,90.4,HIIT,Overweight,1830
23,Female,181.7,99.8,Running,Obese,1572
53,Female,161,62,HIIT,Normal,2330
24,Male,155,80.6,Gym,Obese,1691
28,Male,173.4,86.1,Running,Overweight,1958
34,Male,166.9,64.2,Gym,Normal,2377
45,Male,164.9,75.8,Walking,Overweight,1665
68,Male,153.4,51.9,Cycling,Normal,2381
67,Female,146.3,54.5,Running,Overweight,1983
38,Female,172,93,Gym,Obese,1542
19,Female,158.4,45.7,Yoga,Underweight,2481
52,Female,148,97.1,Yoga,Obese,1506
55,Female,180.7,84.2,Yoga,Overweight,1647
57,Male,162.4,53.9,Running,Normal,2300
30,Female,168.9,81.3,Gym,Overweight,1637
27,Female,170.8,78.9,Cycling,Overweight,1897
23,Female,184.9,83.2,Yoga,Normal,2235
67,Male,149.8,53.1,HIIT,Normal,2174
29,Male,161,59.7,Gym,Normal,2195
59,Male,151.3,50.6,Walking,Normal,2048
56,Male,181.7,64.5,Running,Normal,2264
39,Male,173.7,77.1,HIIT,Overweight,1917
33,Female,151.6,93.6,Gym,Obese,1657
28,Male,177.4,72.1,Cycling,Normal,2315
44,Female,158,92.6,Walking,Obese,1526
23,Female,168.8,91.9,HIIT,Obese,1326
33,Female,173,74.2,HIIT,Normal,2374
30,Female,183.7,53.4,HIIT,Underweight,2676
29,Female,146.9,54,Gym,Overweight,1652
36,Female,158.5,46.9,Gym,Normal,2188
50,Male,157.6,92.3,Walking,Obese,1556
25,Female,168.1,89.2,Running,Obese,1357
29,Female,148.8,96.2,Cycling,Obese,1480
31,Male,184.7,52.4,Cycling,Underweight,2612
70,Male,179,83.8,Running,Overweight,1962
28,Male,154.6,59.2,Cycling,Normal,2090
49,Male,145.3,83.8,Gym,Obese,1533
66,Female,183.3,58.6,Walking,Underweight,2727
32,Male,179.9,45.2,Walking,Underweight,2788
30,Male,176.8,86.9,Gym,Overweight,1666
49,Female,147.6,54.3,HIIT,Normal,2204
58,Male,148.3,72,Walking,Obese,1376
34,Male,174,70,Walking,Normal,2213
33,Male,171.3,65.5,Yoga,Normal,2035
37,Male,174,90.2,HIIT,Overweight,1753
70,Female,160.2,53.7,Cycling,Normal,2290
37,Male,170.5,86.2,HIIT,Overweight,1857
51,Female,150.2,99.4,Cycling,Obese,1377
68,Male,149.4,84.2,Cycling,Obese,1581
61,Male,158.5,72.2,HIIT,Overweight,1603
59,Female,149.4,51.5,Cycling,Normal,2368
45,Male,185,83.4,Yoga,Normal,2320
32,Male,182.4,98.2,Running,Overweight,1901
20,Female,177.7,80,Gym,Overweight,1771
26,Female,166.8,65.2,Yoga,Normal,2202
63,Male,163.1,89.8,Gym,Obese,1570
35,Female,151.5,70.4,Walking,Obese,1688
43,Female,182.3,88,Running,Overweight,1754
64,Female,183.7,56.1,Cycling,Underweight,2512
60,Female,168,97.7,Cycling,Obese,1395
31,Female,158.5,77.6,HIIT,Obese,1378
51,Male,146.1,73,Cycling,Obese,1654
27,Male,182.8,94.3,Gym,Overweight,1671
36,Female,174.1,90.3,Gym,Overweight,1807
24,Female,183.9,51.6,HIIT,Underweight,2647
31,Female,178.2,57.1,Cycling,Underweight,2693
38,Male,146.1,85.5,Cycling,Obese,1511
38,Female,175,74.1,Running,Normal,2066
21,Male,165.4,67.5,Gym,Normal,2005
23,Male,173.5,58.4,Gym,Normal,2276
45,Male,168,66.5,Gym,Normal,2296
63,Female,153.7,73.8,Running,Obese,1586
18,Male,180.2,53.9,Yoga,Underweight,2519
50,Female,173.1,92.1,Walking,Obese,1638
37,Female,164.9,99,Cycling,Obese,1518
69,Female,159.3,71.6,Running,Overweight,1690
34,Female,185,57.8,Walking,Underweight,2605
61,Male,145.5,71.6,HIIT,Obese,1659
68,Female,166.7,66.2,Running,Normal,2292
37,Female,157.6,73.8,Cycling,Overweight,1855
43,Female,155,56.1,Running,Normal,2202
30,Female,148.2,71.1,Gym,Obese,1690
39,Male,148.1,79.1,Running,Obese,1502
23,Female,164.4,84.4,Gym,Obese,1383
42,Female,172.5,92,Gym,Obese,1386
39,Female,174.3,98.6,HIIT,Obese,1463
40,Female,163.3,76.2,Gym,Overweight,1745
54,Male,167.5,47.7,Cycling,Underweight,2645
25,Male,145.2,70.9,Cycling,Obese,1425
49,Male,167.5,57.6,Yoga,Normal,2007
25,Male,161.6,74.3,Yoga,Overweight,1951
68,Male,145.2,47,Cycling,Normal,2292
45,Male,168.7,53.1,Running,Normal,2222
69,Female,150.7,65.8,HIIT,Overweight,1951
34,Female,147.6,65.8,Gym,Obese,1369
48,Male,178.7,67.8,Gym,Normal,2025
70,Female,174.3,58,Running,Normal,2028
60,Male,175.9,86,Gym,Overweight,1782
25,Female,163.8,74.7,Running,Overweight,1620
27,Female,147.4,98.3,HIIT,Obese,1627
25,Female,178.5,88.1,Yoga,Overweight,1700
24,Male,153.7,61,Walking,Overweight,1720
64,Male,151.2,47.6,Gym,Normal,2005
50,Male,181.3,95.9,Yoga,Overweight,1633
25,Female,170.9,47,Yoga,Underweight,2608
70,Female,158.1,50.1,HIIT,Normal,2355
60,Male,167.3,48.4,Cycling,Underweight,2413
62,Female,173.6,76.5,Walking,Overweight,1854
28,Male,146.1,89.9,Yoga,Obese,1418
69,Male,173.7,96.5,Cycling,Obese,1351
53,Male,157.3,74.5,Gym,Obese,1604
70,Female,172.5,69.8,Yoga,Normal,2393
20,Male,164.5,69.1,Cycling,Overweight,1640
56,Male,166.3,87.4,Cycling,Obese,1648
53,Male,149,91,HIIT,Obese,1502
56,Male,166.9,56.8,Yoga,Normal,2064
30,Male,150.6,49.3,Running,Normal,2337
29,Male,146.3,53.8,Walking,Overweight,1617
27,Male,175.4,78.9,Cycling,Overweight,1935
24,Female,173.2,85,Yoga,Overweight,1605
52,Male,153.1,92.9,Walking,Obese,1690
31,Female,184.9,69.4,Walking,Normal,2389
29,Male,145.3,72.7,HIIT,Obese,1666
31,Female,182.8,63.8,Walking,Normal,2389
49,Female,148.8,68.2,HIIT,Obese,1402
36,Female,181.1,74,HIIT,Normal,2133
19,Male,164,73.7,HIIT,Overweight,1956
55,Female,155.8,51.5,Running,Normal,2277
27,Female,164,85.8,Gym,Obese,1553
59,Female,183.1,65.5,HIIT,Normal,2015
67,Male,183.3,85.5,HIIT,Overweight,1992
66,Female,149.9,50.3,HIIT,Normal,2248
62,Male,167.3,64.3,Cycling,Normal,2106
60,Male,150,65.5,Running,Overweight,1861
18,Female,171.6,74.9,Walking,Overweight,1770
42,Female,158.1,96.1,Yoga,Obese,1579
38,Female,171.7,47.2,Walking,Underweight,2625
34,Male,156.6,82.8,Yoga,Obese,1435
40,Male,155.4,90,Yoga,Obese,1660
70,Female,146.3,66.1,HIIT,Obese,1372
37,Male,151,54.9,HIIT,Normal,2154
53,Female,155.8,69.1,Gym,Overweight,1952
38,Female,176.7,50.4,Cycling,Underweight,2445
29,Female,148.7,55.5,HIIT,Overweight,1925
50,Male,162.1,99.1,Yoga,Obese,1598
56,Male,174.7,65,Cycling,Normal,2114
58,Male,160.5,69.5,Walking,Overweight,1835
59,Female,182.9,99.3,Walking,Overweight,1943
47,Male,168.8,51.1,HIIT,Underweight,2481
60,Female,150.8,89.1,Cycling,Obese,1347
63,Male,178.2,99.9,HIIT,Obese,1534
48,Male,181.3,76,Walking,Normal,2233
64,Female,163,72.9,Walking,Overweight,1955
57,Female,179.6,98.5,Gym,Obese,1511
29,Female,181.6,77.3,Running,Normal,2394
18,Female,167.4,62.3,Gym,Normal,2102
69,Male,164.2,95.9,Gym,Obese,1475
39,Female,150.6,45.4,Gym,Normal,2092
68,Male,164.9,63.9,Walking,Normal,2059
42,Male,171.6,49,Walking,Underweight,2420
67,Male,154,81,Cycling,Obese,1558
25,Male,148.2,93.6,HIIT,Obese,1311
42,Male,168.9,55.7,Gym,Normal,2213
55,Female,181.8,75.2,Walking,Normal,2160
40,Female,160.7,80.7,Cycling,Obese,1325
58,Male,156.3,94.9,Yoga,Obese,1648
61,Female,148,63.8,Gym,Overweight,1969
39,Female,148.9,67.5,Running,Obese,1362
67,Female,169.6,72.2,Yoga,Overweight,1906
34,Male,163.4,58.9,Gym,Normal,2233
21,Female,172.7,87.8,Running,Overweight,1796
23,Female,170.3,86,HIIT,Overweight,1771
63,Male,172.5,84.3,Gym,Overweight,1816
19,Male,146.3,73.3,Running,Obese,1450
70,Male,170.5,58.3,Walking,Normal,2248
23,Female,163.5,86.2,HIIT,Obese,1521
60,Male,154.5,61.5,HIIT,Overweight,1972
69,Female,157.1,92.6,Gym,Obese,1344
34,Male,180,79.9,HIIT,Normal,2302
20,Female,152.7,50.7,Running,Normal,2363
49,Female,159.6,78,Yoga,Obese,1656
34,Female,183.2,84.8,Gym,Overweight,1908
45,Male,179.5,83.4,Walking,Overweight,1695
49,Female,152.9,60.8,HIIT,Overweight,1994
18,Male,151.7,65.5,HIIT,Overweight,1677
63,Female,164.3,90.1,Gym,Obese,1477
66,Female,152.2,67.4,Cycling,Overweight,1795
68,Female,182.6,97.3,Running,Overweight,1950
37,Female,183.6,59.7,Yoga,Underweight,2566
21,Male,171.2,61.6,Running,Normal,2162
21,Male,163.3,48.5,Yoga,Underweight,2408
53,Male,165.1,92.8,HIIT,Obese,1556
48,Female,166.6,63.7,Cycling,Normal,2188
52,Female,146.3,88.8,Yoga,Obese,1595
43,Male,176.8,59,HIIT,Normal,2157
37,Female,169.2,56.9,Gym,Normal,2196
65,Male,178.3,94.4,Walking,Overweight,1997
45,Female,164.6,92.6,Yoga,Obese,1676
52,Female,180.8,59.7,Running,Underweight,2418
24,Female,163.7,52.8,Running,Normal,2131
60,Female,166,54.1,Yoga,Normal,2232
27,Female,170.8,77.6,Gym,Overweight,1779
51,Female,175.5,50,HIIT,Underweight,2630
26,Male,168,53.3,HIIT,Normal,2150
37,Female,172.2,47.7,Running,Underweight,2763
42,Female,145.5,53.6,Walking,Overweight,1866
23,Male,160.5,71.7,HIIT,Overweight,1998
49,Female,176,74.9,Running,Normal,2286
27,Female,154.8,96.2,Gym,Obese,1416
35,Male,153.2,89.8,Gym,Obese,1412
44,Male,178.7,48.2,Walking,Underweight,2620
50,Male,183,45.2,Running,Underweight,2749
18,Male,161.3,50.1,Running,Normal,2282
27,Female,161.3,82,Gym,Obese,1548
22,Female,179.1,56.5,HIIT,Underweight,2673
66,Female,163.3,97.4,Yoga,Obese,1471
41,Female,145.2,49.9,Yoga,Normal,2143
26,Female,168.4,54.9,HIIT,Normal,2063
26,Male,172.8,76.6,Yoga,Overweight,1871
57,Female,160.8,96.7,Cycling,Obese,1641
37,Female,175.4,96.9,Yoga,Obese,1649
30,Male,149.4,69,Gym,Obese,1465
